coralName,SFXTarget,SFXPublicName,OURTitle,OURLink
"Generic (ILL permitted)",INGENTA_CONNECT_TEACHERS_ENGLISH_SPEAKER,"IngentaConnect Teachers of English to Speakers of Other Languages",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",INGENTA_CONNECT_UNIV_WALES_PRESS,"IngentaConnect University of Wales Press",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",INGENTA_CONNECT_UNIVERSITIES_FEDERATION_,"IngentaConnect Universities Federation for Animal Welfare",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",INGENTA_CONNECT_WATER_ENVIRONMENT_FEDERATION,"IngentaConnect Water Environment Federation",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",INGENTA_CONNECT_WHITE_HORSE_PRESS,"IngentaConnect White Horse Press",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",INTECH_JOURNALS_FREE,"InTech Journals",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",INTERNATIONAL_PRESS,"International Press",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",INTERNATIONAL_SCHOLARLY_RESEARCH_NETWORK_FREE,"International Scholarly Research Network",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",INTERNET_SCIENTIFIC_PUBLICATIONS_FREE,"Internet Scientific Publications",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",ISU_DIGITAL_COMMONS_JOURNALS,"ISU Digital Commons Journals",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",JAPAN_SOCIETY_OF_APPLIED_PHYSICS,"Japan Society of Applied Physics",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",JOURNAL_BONE_JOINT_SURGERY,"The Journal of Bone and Joint Surgery",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",JSTAGE_FREE,"J-STAGE Free",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",JSTAGE_SUBSCRIBE,"J-STAGE Subscribe",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",KOREA_MISCELLANEOUS_FREE_EJOURNALS,"Korean Miscellaneous Free Ejournals",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",L_EMEROTECA_DIGITALE_FREE,"L'Emeroteca Digitale",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",LAWRENCE_ERLBAUM_ASSOCIATES_LEA_ONLINE,"LEA Online",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",INGENTA_CONNECT_LEUVEN_UNIVERSITY_PRESS,"IngentaConnect Leuven University Press",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",LIBRARY_OF_CONGRESS_CHRONICLING_AMERICA_HISTORIC_AMERICAN_NEWSPAPERS_FREE,"Chronicling America: Historic American Newspapers",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",LIVERPOOL_UNIVERSITY_PRESS,"Liverpool University Press",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",LOCAL_PASSTHROUGH_LCL,"Click here for further instructions.",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",LOCAL_UNIVERSITY_OF_ALBERTA_OJS_FREE_LCL,"University of Alberta Libraries Open Journals",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",LOEB_CLASSICAL_LIBRARY,"Loeb Classical Library",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",MARM_FREE,"MARM Free",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",MAX_PLANCK_DIGITALE_BIBLIOTHEK_JURISTISCHE_ZEITSCHRIFTEN_19_JAHRHUNDERTS_FREE,"Max Planck Digitale Bibliothek Juristische Zeitschriften des 19 Jahrhunderts",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",Medici.TV,,,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",MEDIND_INDIAN_MEDLARS_CENTRE,"medIND Indian Medlars Centre",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",MEDKNOW_OPEN_ACCESS_JOURNALS_FREE,"Medknow Open Access Journals",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",METAPRESS_ACADEMIC_PUBLISHING,"Metapress Academic Publishing",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",METAPRESS_ACUMEN_PUBLISHING_LIMITED,"Metapress Acumen Publishing Limited",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",MULTI_SCIENCES,Multi-Sciences,Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",MISCELLANEOUS_EJOURNALS,"Miscellaneous Ejournals",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",MISCELLANEOUS_FREE_EBOOKS,"Miscellaneous Free eBooks",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",MISCELLANEOUS_FREE_EJOURNALS,"Free E- Journals",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",MISCELLANEOUS_FREE_JAPANESE_EJOURNALS,"Japanese Free E- Journals",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",MODERN_LANGUAGE_ASSOCIATION,"Modern Language Association",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",NATIONAL_BUREAU_OF_ECONOMIC_RESEARCH,"National Bureau of Economic Research",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",NATURE_FREE,"Nature Free",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",NCTE_NATIONAL_COUNCIL_OF_TEACHERS_OF_ENG,"National Council of Teachers of English (NCTE)",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",NORART_OPEN_ACCESS,"Norart Open Access",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",NUMDAM_FREE,"Numdam free",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",OXFORD_ISLAMIC_STUDIES_ONLINE,"Oxford Islamic Studies Online",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",PARLAMENTOS_AUTONOMICOS_ESPANOLES_FREE,"Parlamentos Autonómicos Españoles",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",PERSEE_FREE,Persee,Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",PORTLAND_PRESS,"Portland Press",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",PULSUS,Pulsus,Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",QSCIENCE_FREE,QScience,Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",RACO_REVISTES_CATALANES_AMB_ACCESS_OBERT_FREE,"RACO Revistes Catalanes amb Accés Obert",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",REDALYC_FREE,Redalyc,Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",RETRODIGITIZED_JOURNALS_SEALS_FREE,"Retrodigitized Journals (SEALS)",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",REVUES_ORG_FREE,Revues.org,Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",ROYAL_SOCIETY_OF_NEW_ZEALAND_FREE,"Royal Society of New Zealand free",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",SCIENTIFIC_RESEARCH_PUBLISHING_SCIRP,"Scientific Research Publishing (SCIRP)",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",SCIENTIFIC_NET,Scientific.net,Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",SISBIB_SYSTEMA_DE_BIBLIOTECAS_DE_LA_UNMSM_FREE,"SISBIB Systema de Bibliotecas de la UNMSM",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",SOCIÉTÉ_MATHEMATIQUE_DE_FRANCE,"Société Mathematique de France",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",SYMPOSIUM_JOURNALS,"Symposium Journals",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",SYMPOSIUM_JOURNALS_FREE,"Symposium Journals Free",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",TECHNO_PRESS,"Techno Press",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",THOMAS_LAND_PUBLISHERS_INC,"Thomas Land Publishers Inc.",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",TIDSSKRIFT_DK_OPEN_ACCESS,"Tidsskrift.dk Open Access Free",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",TIMARIT_FREE,Tímarit,Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",UCLA_AMERICAN_INDIAN_STUDIES_CENTER,"UCLA American Indian Studies Center",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",UCLA_ASIAN_AMERICAN_STUDIES_CENTER_PRESS,"UCLA Asian American Studies Center Press",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",UNISA_LIBRARY_OPEN_JOURNAL_SYSTEMS_FREE,"UniSA Library Open Journal Systems",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",UNIVERSIDAD_COMPLUTENSE_MADRID_FREE,"Universidad Complutense Madrid",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",UNIVERSITY_OF_ARIZONA_DIGITAL_COMMONS,"University of Arizona Digital Commons",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",US_GOVERNMENT_DOCUMENTS_FREE,"US Government Documents",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",VANDENHOECK_AND_RUPRECHT,"Vandenhoeck & Ruprecht",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",WELSH_JOURNALS_ONLINE_FREE,"Welsh Journals Online",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",WHITING_AND_BIRCH,"Whiting & Birch",,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",YORK_DIGITAL_JOURNALS,"York Digital Journals",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",ZHURNALNYJ_ZAL_FREE,"Zhurnal’nyj Zal",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
GeNi,,,,
"Geographic Research Inc. (COPPUL)",,,,
"Geological Society of London",HIGHWIRE_PRESS_GEOLOGICAL_SOCIETY_OF_LONDON,"Highwire Press Geological Society of London","Geological Society of London","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Geological_Society_London"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Globe Unlimited (Globe & Mail)",,,,
"Greenleaf Digital Library",,,,
Harmatheque,HARMATHEQUE_BOOKS,"Harmatheque Books",,
"Harvey Whitney Books - Annals of Pharmacotherapy",,,"Harvey Whitney Books","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Harvey_Whitney"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Hein-On-Line Purhase Ageement",,,,
"High Wire Press",HIGHWIRE_PRESS_FREE,"Highwire Press Free","HighWire Press","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=HighWire_Press"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"High Wire Press",HIGHWIRE_PRESS_JOURNALS,"Highwire Press Journals","HighWire Press","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=HighWire_Press"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"IBISWorld Academic",,,,
ICHemE,,,,
"ICLR (Incorporated Council of Law Reporting for England and Wales)",,,,
"IET Digital Library",,,,
"IHS Specs & Standards - API Complete",,,,
"IHS Specs & Standards - Individual Standards",,,,
"Informit (Indigenous Collections)",INFORMIT_INDIGENOUS_COLLECTION,"Informit Indigenous Collection",,
"IPSOS News Centre",,,,
"ISI - Journal Citation Reports (CRKN)",,,"Web of Knowledge Journal Citation Reports [CRKN]","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Web_of_Knowledge"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"JOVE (Journal of Virtualized Experiments)",,,,
"JSTOR Ebooks (UofA)",,,,
"JSTOR (UofA)",JSTOR_ARTS_AND_SCIENCES_IX,"JSTOR Arts and Sciences IX",JSTOR,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=JSTOR"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"JSTOR (UofA)",JSTOR_ARTS_AND_SCIENCES_VII,"JSTOR Arts and Sciences VII",JSTOR,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=JSTOR"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"JSTOR (UofA)",JSTOR_ARTS_AND_SCIENCES_VIII,"JSTOR Arts and Sciences VIII",JSTOR,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=JSTOR"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"JSTOR (UofA)",JSTOR_ARTS_AND_SCIENCES_X,"JSTOR Arts and Sciences X",JSTOR,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=JSTOR"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"JSTOR (UofA)",JSTOR_ARTS_AND_SCIENCES_XI,"JSTOR Arts & Sciences XI",JSTOR,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=JSTOR"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"JSTOR (UofA)",JSTOR_ARTS_AND_SCIENCES_XII,"JSTOR Arts & Sciences XII",JSTOR,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=JSTOR"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"JSTOR (UofA)",JSTOR_ARTS_AND_SCIENCES_XIII,"JSTOR Arts & Sciences XIII",JSTOR,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=JSTOR"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"JSTOR (UofA)",,,JSTOR,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=JSTOR"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"JSTOR (UofA)",JSTOR_BUSINESS_COLLECTION,"JSTOR Business Collection",JSTOR,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=JSTOR"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"JSTOR (UofA)",JSTOR_BUSINESS_II_COLLECTION,"JSTOR Business II Collection",JSTOR,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=JSTOR"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"JSTOR (UofA)",JSTOR_BUSINESS_III_COLLECTION,"JSTOR Business III Collection",JSTOR,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=JSTOR"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
