coralName,SFXTarget,SFXPublicName,OURTitle,OURLink
"Duke University Press - Ebooks (COPPUL)",E_DUKE_2014_BOOKS,"eDuke 2014 Books","Duke University Press Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Duke_University_Press_ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Duke University Press - Ebooks (COPPUL)",E_DUKE_2015_BOOKS,"eDuke 2015 Books","Duke University Press Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Duke_University_Press_ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Duke University Press - Ebooks (COPPUL)",EBRARY_E_DUKE_BOOKS_SCHOLARLY_COLLECTION_BACK_LIST,"ebrary e-Duke Books Scholarly Collection Back List","Duke University Press Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Duke_University_Press_ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"East View",EAST_VIEW_CIS_BALTIC_UDB_CIS,"East View CIS and Baltic Newspapers","East View Publications","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=East_View_Publications"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"East View",EAST_VIEW_RU_INDIVIDUAL_TITLES_UDB_IND,"East View Russia Individual Titles (UDB-IND)","East View Publications","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=East_View_Publications"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"East View",EAST_VIEW_RU_RUSSIAN_NATION_BIB_UDB_BIB,"East View Russian National Bibliography (UDB-BIB)","East View Publications","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=East_View_Publications"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"East View",EAST_VIEW_RU_SOC_SCI_HUMAN_UDB_EDU,"East View Russia Social Sciences and Humanities Journals (UDB-EDU)","East View Publications","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=East_View_Publications"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Eastview - China Academic Journals",CHINA_ACADEMIC_JOURNALS_COMPLETE,"TKN East View China Academic Journals Complete","China Academic Journals","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=China_Academic_Journals"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Eastview - China Academic Journals",CHINA_ACADEMIC_JOURNALS_F,"TKN East View China Academic Journals Literature, History, Philosophy","China Academic Journals","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=China_Academic_Journals"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Ebscohost - TAL eContent (Academic Complete)",,,,
"Ebscohost Library E-Content",EBSCOHOST_EBOOKS_ACADEMIC_COLLECTION_NORTH_AMERICA,"EBSCOhost Academic eBook Collection (North America)","Ebscohost Library","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=ebsco_library"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Ebscohost Library E-Content",NETLIBRARY_PUBLICLY_ACCESSIBLE,"NetLibrary Publicly Accessible eBooks","Ebscohost Library","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=ebsco_library"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
EDITLIB,EDITLIB_JOURNALS,"EdITLib Education & Information Technology Library Journals",EDITLIB,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=editlib"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
EDITLIB,EDITLIB_MONOGRAPHS,"EdITLib Education & Information Technology Library Monographs",EDITLIB,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=editlib"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Elsevier - Clinical Key",ELSEVIER_CLINICALKEY_JOURNALS,"Elsevier ClinicalKey Journals","Clinical Key","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=clinical_key"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Elsevier - SCOPUS (CRKN)",,,"Scopus [CRKN]","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Scopus"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Elsevier EI Village (COPPUL)",,,,
"Elsevier Science Direct (CRKN)",CRKN_ELSEVIER_SCIENCE_DIRECT,"CRKN Elsevier ScienceDirect","Elsevier ScienceDirect [CRKN]","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=ScienceDirect"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Elsevier Science Direct (CRKN)",ELSEVIER_SD_ACADEMIC_PRESS,"Elsevier SD Academic Press","Elsevier ScienceDirect [CRKN]","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=ScienceDirect"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Elsevier Science Direct (CRKN)",ELSEVIER_SD_CELL_PRESS,"Elsevier SD Cell Press","Elsevier ScienceDirect [CRKN]","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=ScienceDirect"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Elsevier Science Direct (CRKN)",ELSEVIER_SD_FREEDOM_COLLECTION,"Elsevier SD Freedom Collection","Elsevier ScienceDirect [CRKN]","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=ScienceDirect"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Elsevier Science Direct (CRKN)",ELSEVIER_SD_MISCELLANEOUS,"Elsevier ScienceDirect Miscellaneous","Elsevier ScienceDirect [CRKN]","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=ScienceDirect"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Elsevier Science Direct (CRKN)",ELSEVIER_SD_SCIENCE_DIRECT_COMPLETE,"Elsevier ScienceDirect Journals","Elsevier ScienceDirect [CRKN]","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=ScienceDirect"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Elsevier Science Direct Backfiles, etc. (Feb 27, 2004)",ELSEVIER_SD_BACKFILE_AGRICULTURAL,"Elsevier SD Backfile Agricultural","Science Direct","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Science_Direct_Backfiles"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Elsevier Science Direct Backfiles, etc. (Feb 27, 2004)",ELSEVIER_SD_BACKFILE_AGRICULTURE_SUPPLEMENT,"Elsevier SD Backfile Agriculture Supplement","Science Direct","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Science_Direct_Backfiles"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Elsevier Science Direct Backfiles, etc. (Feb 27, 2004)",ELSEVIER_SD_BACKFILE_BIOCHEM,"Elsevier SD Backfile Biochemistry","Science Direct","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Science_Direct_Backfiles"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Elsevier Science Direct Backfiles, etc. (Feb 27, 2004)",ELSEVIER_SD_BACKFILE_BIOCHEMISTRY_SUPPLEMENT,"Elsevier SD Backfile Biochemistry Supplement","Science Direct","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Science_Direct_Backfiles"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Elsevier Science Direct Backfiles, etc. (Feb 27, 2004)",ELSEVIER_SD_BACKFILE_BUSINESS,"Elsevier SD Backfile Business","Science Direct","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Science_Direct_Backfiles"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Elsevier Science Direct Backfiles, etc. (Feb 27, 2004)",ELSEVIER_SD_BACKFILE_BUSINESS_SUPPLEMENT,"Elsevier SD Backfile Business Supplement","Science Direct","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Science_Direct_Backfiles"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Elsevier Science Direct Backfiles, etc. (Feb 27, 2004)",ELSEVIER_SD_BACKFILE_CELL_PRESS,"Elsevier SD Backfile Cell Press","Science Direct","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Science_Direct_Backfiles"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Elsevier Science Direct Backfiles, etc. (Feb 27, 2004)",ELSEVIER_SD_BACKFILE_CHEM_ENGINEERING,"Elsevier SD Backfile Chemical Engineering","Science Direct","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Science_Direct_Backfiles"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Elsevier Science Direct Backfiles, etc. (Feb 27, 2004)",ELSEVIER_SD_BACKFILE_CHEM_ENGINEERING_SUPPLEMENT,"Elsevier SD Backfile Chemical Engineering Supplement","Science Direct","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Science_Direct_Backfiles"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Elsevier Science Direct Backfiles, etc. (Feb 27, 2004)",ELSEVIER_SD_BACKFILE_COMPUTER,"Elsevier SD Backfile Computer","Science Direct","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Science_Direct_Backfiles"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Elsevier Science Direct Backfiles, etc. (Feb 27, 2004)",ELSEVIER_SD_BACKFILE_COMPUTER_SCIENCE_SUPPLEMENT,"Elsevier SD Backfile Computer Science Supplement","Science Direct","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Science_Direct_Backfiles"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Elsevier Science Direct Backfiles, etc. (Feb 27, 2004)",ELSEVIER_SD_BACKFILE_DECISION,"Elsevier SD Backfile Decision Sciences","Science Direct","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Science_Direct_Backfiles"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Elsevier Science Direct Backfiles, etc. (Feb 27, 2004)",ELSEVIER_SD_BACKFILE_DENTISTRY_ORAL_SURGERY_MEDICINE,"Elsevier SD Backfile Dentistry Oral Surgery and Medicine","Science Direct","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Science_Direct_Backfiles"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Elsevier Science Direct Backfiles, etc. (Feb 27, 2004)",ELSEVIER_SD_BACKFILE_EARTH,"Elsevier SD Backfile Earth & Planetary Sciences","Science Direct","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Science_Direct_Backfiles"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Elsevier Science Direct Backfiles, etc. (Feb 27, 2004)",ELSEVIER_SD_BACKFILE_EARTH_SUPPLEMENT,"Elsevier SD Backfile Earth & Planetary Sciences Supplement","Science Direct","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Science_Direct_Backfiles"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Elsevier Science Direct Backfiles, etc. (Feb 27, 2004)",ELSEVIER_SD_BACKFILE_ECONOMICS,"Elsevier SD Backfile Economics","Science Direct","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Science_Direct_Backfiles"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Elsevier Science Direct Backfiles, etc. (Feb 27, 2004)",ELSEVIER_SD_BACKFILE_ECONOMICS_SUPPLEMENT,"Elsevier SD Backfile Economics Supplement","Science Direct","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Science_Direct_Backfiles"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Elsevier Science Direct Backfiles, etc. (Feb 27, 2004)",ELSEVIER_SD_BACKFILE_ENERGY,"Elsevier SD Backfile Energy","Science Direct","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Science_Direct_Backfiles"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Elsevier Science Direct Backfiles, etc. (Feb 27, 2004)",ELSEVIER_SD_BACKFILE_ENGINEERING_TECHNOLOGY,"Elsevier SD Backfile Engineering and Technology","Science Direct","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Science_Direct_Backfiles"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Elsevier Science Direct Backfiles, etc. (Feb 27, 2004)",ELSEVIER_SD_BACKFILE_ENVIRONMENTAL,"Elsevier SD Backfile Evironmental Sciences","Science Direct","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Science_Direct_Backfiles"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Elsevier Science Direct Backfiles, etc. (Feb 27, 2004)",ELSEVIER_SD_BACKFILE_ENVIRONMENTAL_SUPPLEMENT,"Elsevier SD Backfile Environment Sciences Supplement","Science Direct","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Science_Direct_Backfiles"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Elsevier Science Direct Backfiles, etc. (Feb 27, 2004)",ELSEVIER_SD_BACKFILE_HIGH_ENERGY,"Elsevier SD Backfile High Energy","Science Direct","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Science_Direct_Backfiles"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Elsevier Science Direct Backfiles, etc. (Feb 27, 2004)",ELSEVIER_SD_BACKFILE_HIGH_ENERGY_SUPPLEMENT,"Elsevier SD Backfile High Energy Supplement","Science Direct","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Science_Direct_Backfiles"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Elsevier Science Direct Backfiles, etc. (Feb 27, 2004)",ELSEVIER_SD_BACKFILE_IMMUNOLOGY,"Elsevier SD Backfile Immunology & Microbiology","Science Direct","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Science_Direct_Backfiles"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Elsevier Science Direct Backfiles, etc. (Feb 27, 2004)",ELSEVIER_SD_BACKFILE_IMMUNOLOGY_SUPPLEMENT,"Elsevier SD Backfile Immunology Supplement","Science Direct","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Science_Direct_Backfiles"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Elsevier Science Direct Backfiles, etc. (Feb 27, 2004)",ELSEVIER_SD_BACKFILE_INORGANIC_CHEMISTRY,"Elsevier SD Backfile Inorganic Chemistry","Science Direct","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Science_Direct_Backfiles"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
